market_id,trade_id,trade_time,price,qty,quote_qty,is_buyer_maker,inserted_at
297,391019140,2025-05-01 00:00:00.414000 +00:00,0.6816000000,14.7000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019141,2025-05-01 00:00:00.642000 +00:00,0.6816000000,31.5000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019142,2025-05-01 00:00:00.857000 +00:00,0.6816000000,492.6000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019143,2025-05-01 00:00:00.857000 +00:00,0.6816000000,800.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019144,2025-05-01 00:00:00.860000 +00:00,0.6816000000,7.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019145,2025-05-01 00:00:02.484000 +00:00,0.6816000000,1254.9000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019146,2025-05-01 00:00:04.478000 +00:00,0.6816000000,17.5000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019147,2025-05-01 00:00:05.181000 +00:00,0.6816000000,7.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019148,2025-05-01 00:00:05.857000 +00:00,0.6816000000,7.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019149,2025-05-01 00:00:06.830000 +00:00,0.6817000000,24.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019150,2025-05-01 00:00:06.918000 +00:00,0.6818000000,118.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019151,2025-05-01 00:00:08.696000 +00:00,0.6818000000,16.3000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019152,2025-05-01 00:00:09.643000 +00:00,0.6818000000,285.0000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019153,2025-05-01 00:00:10.308000 +00:00,0.6819000000,93.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019154,2025-05-01 00:00:10.702000 +00:00,0.6819000000,108.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019155,2025-05-01 00:00:13.508000 +00:00,0.6819000000,62.7000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019156,2025-05-01 00:00:14.059000 +00:00,0.6819000000,433.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019157,2025-05-01 00:00:15.163000 +00:00,0.6818000000,280.6000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019158,2025-05-01 00:00:16.277000 +00:00,0.6818000000,7.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019159,2025-05-01 00:00:16.707000 +00:00,0.6818000000,7.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019160,2025-05-01 00:00:17.608000 +00:00,0.6818000000,14.6000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019161,2025-05-01 00:00:17.908000 +00:00,0.6819000000,29.8000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019162,2025-05-01 00:00:18.271000 +00:00,0.6819000000,7.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019163,2025-05-01 00:00:18.388000 +00:00,0.6818000000,1352.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019164,2025-05-01 00:00:20.108000 +00:00,0.6818000000,38.7000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019165,2025-05-01 00:00:20.789000 +00:00,0.6817000000,22.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019166,2025-05-01 00:00:20.981000 +00:00,0.6816000000,37.2000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019167,2025-05-01 00:00:22.934000 +00:00,0.6816000000,14.6000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019168,2025-05-01 00:00:27.672000 +00:00,0.6815000000,56.2000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019169,2025-05-01 00:00:28.126000 +00:00,0.6816000000,16.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019170,2025-05-01 00:00:28.545000 +00:00,0.6816000000,103.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019171,2025-05-01 00:00:28.568000 +00:00,0.6817000000,564.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019172,2025-05-01 00:00:28.572000 +00:00,0.6817000000,7.4000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019173,2025-05-01 00:00:29.708000 +00:00,0.6818000000,29.9000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019174,2025-05-01 00:00:31.008000 +00:00,0.6819000000,7.8000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019175,2025-05-01 00:00:31.291000 +00:00,0.6819000000,8.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019176,2025-05-01 00:00:32.326000 +00:00,0.6818000000,9.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019177,2025-05-01 00:00:32.889000 +00:00,0.6818000000,2415.2000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019178,2025-05-01 00:00:42.298000 +00:00,0.6818000000,8.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019179,2025-05-01 00:00:42.484000 +00:00,0.6817000000,1333.1000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019180,2025-05-01 00:00:42.500000 +00:00,0.6818000000,19.3000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019181,2025-05-01 00:00:45.108000 +00:00,0.6817000000,110.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019182,2025-05-01 00:00:45.667000 +00:00,0.6816000000,14.7000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019183,2025-05-01 00:00:46.954000 +00:00,0.6816000000,3997.5000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019184,2025-05-01 00:00:47.633000 +00:00,0.6817000000,14.7000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019185,2025-05-01 00:00:49.360000 +00:00,0.6817000000,147.1000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019186,2025-05-01 00:00:50.545000 +00:00,0.6818000000,14.7000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019187,2025-05-01 00:00:53.110000 +00:00,0.6818000000,18.0000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019188,2025-05-01 00:00:54.262000 +00:00,0.6817000000,28.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019189,2025-05-01 00:00:55.408000 +00:00,0.6818000000,130.7000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019190,2025-05-01 00:00:55.772000 +00:00,0.6818000000,11.0000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019191,2025-05-01 00:00:57.308000 +00:00,0.6818000000,15.2000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019192,2025-05-01 00:01:01.582000 +00:00,0.6818000000,3003.7000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019193,2025-05-01 00:01:01.585000 +00:00,0.6819000000,16.2000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019194,2025-05-01 00:01:02.239000 +00:00,0.6819000000,1444.3000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019195,2025-05-01 00:01:11.690000 +00:00,0.6820000000,1808.3000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019196,2025-05-01 00:01:17.486000 +00:00,0.6820000000,1441.6000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019197,2025-05-01 00:01:21.033000 +00:00,0.6820000000,21.9000000000,,true,2026-01-06 08:50:45.802252 +00:00
297,391019198,2025-05-01 00:01:23.400000 +00:00,0.6820000000,563.6000000000,,false,2026-01-06 08:50:45.802252 +00:00
297,391019199,2025-05-01 00:01:24.660000 +00:00,0.6820000000,7.4000000000,,true,2026-01-06 08:50:45.802252 +00:00
